relativePath,problemClass,status,leftPredicate,rightPredicate,success,equivalent,distance,parseNanos,engineNanos,totalNanos,parseCpuNanos,engineCpuNanos,totalCpuNanos,rawAstNodes,representationUnits,eclasses,enodes,unions,rebuilds,rewriteApplications,iterations,slots,slotMappings,redundantSlots,estimatedBytes,error
"graphs/correct/oQoZGLAtfNeSCFw9K_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,1372181,20710,1394191,1150463,20710,1172213,26,30,28,30,2,1,9,1,0,0,0,4896,""
"graphs/correct/oSZ7jDNvSRW9faPmL_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,1,2592551,17950,2611921,1366641,17950,1385671,18,17,15,17,2,1,6,1,0,0,0,2684,""
"graphs/correct/oiGinmMY2JsWkGsaN_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2076406,35700,2113476,1328051,35721,1364772,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/oyv2AJYQocMM2WznS_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,2521290,32020,2555230,1443243,32020,1476793,23,32,30,32,2,1,7,1,0,0,0,5216,""
"graphs/correct/p3kqYJqL7yN3FGrE9_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2454139,39310,2494769,1182802,39360,1223252,32,47,44,47,3,2,12,2,0,0,0,7648,""
"graphs/correct/pEi8hiTALqGtCfi7D_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,3,2822772,38810,2865452,1398862,38830,1441112,46,45,43,45,2,1,19,1,0,0,0,7350,""
"graphs/correct/pF3jXH4KysW44Xmwm_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,3,2319488,42280,2363798,1369932,42320,1414092,46,45,43,45,2,1,19,1,0,0,0,7448,""
"graphs/correct/pHgxJZh8Fk6kNbrcv_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,2832092,24250,2857592,1561712,24260,1587172,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/pLfRZSnHWjrvqhtLT_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2237398,50250,2289278,1298352,50330,1349842,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/pPcgXFrMhPBaXkZ3g_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,1770304,37180,1808794,1101151,37190,1139391,34,49,46,49,3,2,14,2,0,0,0,7976,""
"graphs/correct/pS5HYA977JjmQx9P5_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,5,1967535,16941,1985936,1353252,16970,1371282,20,20,18,20,2,1,8,1,0,0,0,3172,""
"graphs/correct/pSkSgnsNgsZz2xTYS_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,1,2284998,12710,2299128,1420762,12720,1434542,18,17,15,17,2,1,6,1,0,0,0,2684,""
"graphs/correct/pWxyDSXHErei9HYRo_inv3.als","graphs","CORRECT","inv3","inv3c",true,false,12,1423651,24470,1449621,1123401,24520,1148961,26,34,32,34,2,1,8,1,0,0,0,5548,""
"graphs/correct/pX3p9YASC7N6yDTr9_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,2381268,29641,2412409,1422122,29650,1453022,26,30,28,30,2,1,9,1,0,0,0,4880,""
